Date,USDVND=X
2018-11-29,23301.0
2018-11-30,23292.5
2018-12-03,23074.900390625
2018-12-04,23267.5
2018-12-05,23257.5
2018-12-06,23270.0
2018-12-07,23297.5
2018-12-10,23277.5
2018-12-11,23271.0
2018-12-12,23270.0
2018-12-13,23268.099609375
2018-12-14,23255.0
2018-12-17,23253.0
2018-12-18,23284.0
2018-12-19,23285.5
2018-12-20,23278.5
2018-12-21,23267.5
2018-12-24,23248.5
2018-12-25,22939.900390625
2018-12-26,23243.5
2018-12-27,23243.0
2018-12-28,23187.5
2018-12-31,23194.0
2019-01-01,23160.0
2019-01-02,23194.0
2019-01-03,23194.0
2019-01-04,23194.0
2019-01-07,23194.0
2019-01-08,23194.0
2019-01-09,23194.0
2019-01-10,23194.0
2019-01-11,23194.0
2019-01-14,23194.0
2019-01-15,23194.0
2019-01-16,23194.0
2019-01-17,23194.0
2019-01-18,23194.0
2019-01-21,23194.0
2019-01-22,23194.0
2019-01-23,23194.0
2019-01-24,23194.0
2019-01-25,23194.0
2019-01-28,22733.19921875
2019-01-29,23194.0
2019-01-30,23194.0
2019-01-31,23194.0
2019-02-01,23203.0
2019-02-04,23203.0
2019-02-05,23203.0
2019-02-06,23203.0
2019-02-07,23203.0
2019-02-08,23203.0
2019-02-11,22862.69921875
2019-02-12,23203.0
2019-02-13,23203.0
2019-02-14,23203.0
2019-02-15,23203.0
2019-02-18,23203.0
2019-02-19,23203.0
2019-02-20,23203.0
2019-02-21,23203.0
2019-02-22,23203.0
2019-02-25,22851.5
2019-02-26,23203.0
2019-02-27,23203.0
2019-02-28,23198.0
2019-03-01,23198.0
2019-03-04,23198.0
2019-03-05,23198.0
2019-03-06,23198.0
2019-03-07,23198.0
2019-03-08,23198.0
2019-03-11,22793.69921875
2019-03-12,23198.0
2019-03-13,23198.0
2019-03-14,23198.0
2019-03-15,23198.0
2019-03-18,23198.0
2019-03-19,23198.0
2019-03-20,23198.0
2019-03-21,23198.0
2019-03-22,23198.0
2019-03-25,22803.80078125
2019-03-26,23198.0
2019-03-27,23198.0
2019-03-28,23198.0
2019-03-29,23198.0
2019-04-01,23198.0
2019-04-02,23198.0
2019-04-03,23198.0
2019-04-04,23198.0
2019-04-05,23198.0
2019-04-08,23198.0
2019-04-09,23198.0
2019-04-10,23198.0
2019-04-11,23198.0
2019-04-12,23198.0
2019-04-15,22833.19921875
2019-04-16,23164.5
2019-04-17,23167.5
2019-04-18,23163.5
2019-04-19,23168.5
2019-04-22,23177.5
2019-04-23,22868.400390625
2019-04-24,23182.5
2019-04-25,23182.80078125
2019-04-26,23185.0
2019-04-29,22876.30078125
2019-04-30,23254.900390625
2019-05-01,23255.0
2019-05-02,23243.80078125
2019-05-03,23235.0
2019-05-06,23217.5
2019-05-07,23246.5
2019-05-08,23260.0
2019-05-09,23332.5
2019-05-10,23365.0
2019-05-13,23312.5
2019-05-14,23294.0
2019-05-15,23345.0
2019-05-16,23290.0
2019-05-17,23272.69921875
2019-05-20,23357.5
2019-05-21,23372.5
2019-05-23,23048.599609375
2019-05-24,23354.0
2019-05-27,22990.19921875
2019-05-28,23355.0
2019-05-29,23087.19921875
2019-05-30,23367.5
2019-05-31,23382.69921875
2019-06-03,22945.900390625
2019-06-04,23359.5
2019-06-05,23362.5
2019-06-06,23375.0
2019-06-07,23368.0
2019-06-10,23362.0
2019-06-11,23330.0
2019-06-12,23330.0
2019-06-13,23285.5
2019-06-14,23285.0
2019-06-17,23034.5
2019-06-18,23315.0
2019-06-19,23301.0
2019-06-20,23300.0
2019-06-21,23265.0
2019-06-24,22876.5
2019-06-25,23262.5
2019-06-26,23272.599609375
2019-06-27,23270.0
2019-06-28,23280.0
2019-07-01,23275.0
2019-07-02,22997.599609375
2019-07-03,22901.30078125
2019-07-04,23215.0
2019-07-05,23215.0
2019-07-08,23202.5
2019-07-09,23202.5
2019-07-10,23202.5
2019-07-11,23202.5
2019-07-12,23202.5
2019-07-15,23202.5
2019-07-16,23166.5
2019-07-17,23166.0
2019-07-18,23167.5
2019-07-19,23179.80078125
2019-07-22,22901.099609375
2019-07-23,23192.5
2019-07-24,23175.0
2019-07-25,23175.0
2019-07-26,23175.099609375
2019-07-29,23176.5
2019-07-30,23207.0
2019-07-31,23207.0
2019-08-01,23207.0
2019-08-02,23207.0
2019-08-05,23207.0
2019-08-06,23207.0
2019-08-07,23207.0
2019-08-08,23207.0
2019-08-09,23207.0
2019-08-12,23207.0
2019-08-13,23207.0
2019-08-14,23207.0
2019-08-15,23207.0
2019-08-16,23207.0
2019-08-19,23207.0
2019-08-20,23207.0
2019-08-21,23207.0
2019-08-22,23207.0
2019-08-23,23207.0
2019-08-26,22459.900390625
2019-08-27,23207.0
2019-08-28,23207.0
2019-08-29,23207.0
2019-08-30,23207.0
2019-09-02,23207.0
2019-09-03,23207.0
2019-09-04,23207.0
2019-09-05,23207.0
2019-09-06,23207.0
2019-09-09,22626.5
2019-09-10,23207.0
2019-09-11,23207.0
2019-09-12,23207.0
2019-09-13,23207.0
2019-09-16,23207.0
2019-09-17,23207.0
2019-09-18,23207.0
2019-09-19,23207.0
2019-09-20,23207.0
2019-09-23,23207.0
2019-09-24,23207.0
2019-09-25,23207.0
2019-09-26,23207.0
2019-09-27,23207.0
2019-09-30,22835.099609375
2019-10-01,23207.0
2019-10-02,22764.900390625
2019-10-03,22756.0
2019-10-04,23207.0
2019-10-07,22855.19921875
2019-10-08,23207.0
2019-10-09,23207.0
2019-10-10,23207.0
2019-10-11,23207.0
2019-10-14,22842.7734375
2019-10-15,23207.0
2019-10-16,23207.0
2019-10-17,23207.0
2019-10-18,23207.0
2019-10-21,23207.0
2019-10-22,23207.0
2019-10-23,23207.0
2019-10-24,23207.0
2019-10-25,23207.0
2019-10-28,23207.0
2019-10-29,23207.0
2019-10-30,23207.0
2019-10-31,23207.0
2019-11-01,23207.0
2019-11-04,23207.0
2019-11-05,23207.0
2019-11-06,23207.0
2019-11-07,23207.0
2019-11-08,23207.0
2019-11-11,23207.0
2019-11-12,23207.0
2019-11-13,23207.0
2019-11-14,23207.0
2019-11-15,23207.0
2019-11-18,22802.74609375
2019-11-19,23207.0
2019-11-20,23207.0
2019-11-21,23207.0
2019-11-22,23207.0
2019-11-25,23207.0
2019-11-26,23207.0
2019-11-27,23207.0
2019-11-28,23207.0
2019-11-29,23207.0
2019-12-02,22771.517578125
2019-12-03,23207.0
2019-12-04,23207.0
2019-12-05,23171.0
2019-12-06,23171.0
2019-12-09,23171.0
2019-12-10,23171.0
2019-12-11,23171.0
2019-12-12,23171.0
2019-12-13,23171.0
2019-12-16,23171.0
2019-12-17,23171.0
2019-12-18,23171.0
2019-12-19,23171.0
2019-12-20,23171.0
2019-12-23,23171.0
2019-12-24,23171.0
2019-12-25,23171.0
2019-12-26,23171.0
2019-12-27,23171.0
2019-12-30,23171.0
2019-12-31,23171.0
2020-01-01,23171.0
2020-01-02,23171.0
2020-01-03,23171.0
2020-01-06,23171.0
2020-01-07,23171.0
2020-01-08,23171.0
2020-01-09,23171.0
2020-01-10,23171.0
2020-01-13,22761.69140625
2020-01-14,23171.0
2020-01-15,23171.0
2020-01-16,23171.0
2020-01-17,23171.0
2020-01-20,23171.0
2020-01-21,23171.0
2020-01-22,23171.0
2020-01-23,23171.0
2020-01-24,23171.0
2020-01-27,23171.0
2020-01-28,23171.0
2020-01-29,23171.0
2020-01-30,23171.0
2020-01-31,23182.0
2020-02-03,23182.0
2020-02-04,23182.0
2020-02-05,23237.0
2020-02-06,23237.0
2020-02-07,23237.0
2020-02-10,23237.0
2020-02-11,23237.0
2020-02-12,23237.0
2020-02-13,23237.0
2020-02-14,23237.0
2020-02-17,23237.0
2020-02-18,23237.0
2020-02-19,23235.0
2020-02-20,23235.0
2020-02-21,23235.0
2020-02-24,23235.0
2020-02-25,23235.0
2020-02-26,23235.0
2020-02-27,23240.0
2020-02-28,23240.0
2020-03-02,23234.0
2020-03-03,23234.0
2020-03-04,23234.0
2020-03-05,23204.0
2020-03-06,23204.0
2020-03-09,23204.0
2020-03-10,23204.0
2020-03-11,23204.0
2020-03-12,23204.0
2020-03-13,23204.0
2020-03-16,23204.0
2020-03-17,23204.0
2020-03-18,23244.0
2020-03-19,23244.0
2020-03-20,23244.0
2020-03-23,23244.0
2020-03-24,23244.0
2020-03-25,23244.0
2020-03-26,23244.0
2020-03-27,23244.0
2020-03-30,23010.337890625
2020-03-31,23631.0
2020-04-01,23631.0
2020-04-02,23631.0
2020-04-03,23631.0
2020-04-06,23631.0
2020-04-07,23631.0
2020-04-08,23631.0
2020-04-09,23631.0
2020-04-10,23631.0
2020-04-13,23631.0
2020-04-14,23631.0
2020-04-15,23449.0
2020-04-16,23441.0
2020-04-17,23441.0
2020-04-20,22972.873046875
2020-04-21,23441.0
2020-04-22,23441.0
2020-04-23,23441.0
2020-04-24,23441.0
2020-04-27,23441.0
2020-04-28,23441.0
2020-04-29,23444.0
2020-04-30,23444.0
2020-05-01,23444.0
2020-05-04,23444.0
2020-05-05,23444.0
2020-05-06,23444.0
2020-05-07,23444.0
2020-05-08,23444.0
2020-05-11,23399.0
2020-05-12,23399.0
2020-05-13,23334.0
2020-05-14,23334.0
2020-05-15,23334.0
2020-05-18,23334.0
2020-05-19,23334.0
2020-05-20,23334.0
2020-05-21,23334.0
2020-05-22,23334.0
2020-05-25,23334.0
2020-05-26,23334.0
2020-05-27,23312.0
2020-05-28,23312.0
2020-05-29,23309.0
2020-06-01,23280.0
2020-06-02,23264.0
2020-06-03,23264.0
2020-06-04,23264.0
2020-06-05,23264.0
2020-06-08,23264.0
2020-06-09,23264.0
2020-06-10,23264.0
2020-06-11,23264.0
2020-06-12,23264.0
2020-06-15,23264.0
2020-06-16,23264.0
2020-06-17,23264.0
2020-06-18,23264.0
2020-06-19,23264.0
2020-06-22,23264.0
2020-06-23,23264.0
2020-06-24,23264.0
2020-06-25,23264.0
2020-06-26,23264.0
2020-06-29,23210.0
2020-06-30,23264.0
2020-07-01,23264.0
2020-07-02,23264.0
2020-07-03,23202.0
2020-07-06,23199.0
2020-07-07,23201.0
2020-07-08,23180.0
2020-07-09,23188.0
2020-07-10,23184.0
2020-07-13,22824.259765625
2020-07-14,23179.0
2020-07-15,23181.0
2020-07-16,23183.0
2020-07-17,23184.0
2020-07-20,23191.0
2020-07-21,23188.0
2020-07-22,23180.0
2020-07-23,23184.0
2020-07-24,23180.0
2020-07-27,23175.0
2020-07-28,23181.0
2020-07-29,23170.0
2020-07-30,23175.0
2020-07-31,23175.0
2020-08-03,23170.0
2020-08-04,23170.0
2020-08-05,23175.0
2020-08-06,23174.0
2020-08-07,23173.0
2020-08-10,22903.845703125
2020-08-11,23170.0
2020-08-12,23174.0
2020-08-13,23175.0
2020-08-14,23174.0
2020-08-17,23174.0
2020-08-18,23174.0
2020-08-19,23174.0
2020-08-20,23174.0
2020-08-21,23174.0
2020-08-24,23175.0
2020-08-25,23177.0
2020-08-26,23170.0
2020-08-27,23174.0
2020-08-28,23174.0
2020-08-31,23174.0
2020-09-01,23174.0
2020-09-02,23174.0
2020-09-03,23174.0
2020-09-04,23174.0
2020-09-07,23178.0
2020-09-08,23174.0
2020-09-09,23176.0
2020-09-10,23175.0
2020-09-11,23173.0
2020-09-14,23174.0
2020-09-15,23175.0
2020-09-16,23175.0
2020-09-17,23178.0
2020-09-18,23170.0
2020-09-21,23170.0
2020-09-22,23178.0
2020-09-23,23177.0
2020-09-24,23185.0
2020-09-25,23184.0
2020-09-28,23191.0
2020-09-29,23188.0
2020-09-30,23190.0
2020-10-01,23181.0
2020-10-02,23188.0
2020-10-05,23191.0
2020-10-06,23203.0
2020-10-07,23205.0
2020-10-08,23205.0
2020-10-09,23191.0
2020-10-12,23180.0
2020-10-13,23178.0
2020-10-14,23177.0
2020-10-15,23175.0
2020-10-16,23170.0
2020-10-19,23175.0
2020-10-20,23175.0
2020-10-21,23179.0
2020-10-22,23177.0
2020-10-23,23176.0
2020-10-26,23176.0
2020-10-27,23175.0
2020-10-28,23175.0
2020-10-29,23176.0
2020-10-30,23170.0
2020-11-02,23180.0
2020-11-03,23177.0
2020-11-04,23176.0
2020-11-05,23176.0
2020-11-06,23175.0
2020-11-09,23176.0
2020-11-10,23170.0
2020-11-11,23173.0
2020-11-12,23175.0
2020-11-13,23175.0
2020-11-16,23175.0
2020-11-17,23175.0
2020-11-18,23163.0
2020-11-19,23160.0
2020-11-20,23176.0
2020-11-23,23176.0
2020-11-24,23177.0
2020-11-25,23151.0
2020-11-26,23160.0
2020-11-27,23164.0
2020-11-30,23160.0
2020-12-01,23140.0
2020-12-02,23129.0
2020-12-03,23129.0
2020-12-04,23125.0
2020-12-07,23130.0
2020-12-08,23127.0
2020-12-09,23128.0
2020-12-10,23128.0
2020-12-11,23128.0
2020-12-14,23128.0
2020-12-15,23126.0
2020-12-16,23126.0
2020-12-17,23126.0
2020-12-18,23120.0
2020-12-21,23124.0
2020-12-22,23120.0
2020-12-23,23127.0
2020-12-24,23130.0
2020-12-25,23125.0
2020-12-28,23130.0
2020-12-29,23125.0
2020-12-30,23120.0
2020-12-31,23088.0
2021-01-01,23070.0
2021-01-04,23070.0
2021-01-05,23070.0
2021-01-06,23080.0
2021-01-07,23090.0
2021-01-08,23078.0
2021-01-11,22788.548828125
2021-01-12,23050.0
2021-01-13,23065.0
2021-01-14,23064.0
2021-01-15,23064.0
2021-01-18,22818.826171875
2021-01-19,23069.0
2021-01-20,23069.0
2021-01-21,23072.0
2021-01-22,23060.0
2021-01-25,23070.0
2021-01-26,23060.0
2021-01-27,23069.0
2021-01-28,23069.0
2021-01-29,23059.0
2021-02-01,22699.072265625
2021-02-02,23045.0
2021-02-03,23027.0
2021-02-04,23020.0
2021-02-05,23015.0
2021-02-08,23000.0
2021-02-09,22970.0
2021-02-10,23010.0
2021-02-11,23010.0
2021-02-12,23010.0
2021-02-15,23010.0
2021-02-16,23010.0
2021-02-17,23010.0
2021-02-18,23010.0
2021-02-19,23015.0
2021-02-22,22727.703125
2021-02-23,23020.0
2021-02-24,23025.0
2021-02-25,23020.0
2021-02-26,23025.0
2021-03-01,23015.0
2021-03-02,23020.0
2021-03-03,23022.0
2021-03-04,23020.0
2021-03-05,23019.0
2021-03-08,23033.0
2021-03-09,22707.5
2021-03-10,22726.470703125
2021-03-11,23052.0
2021-03-12,23051.0
2021-03-15,22651.580078125
2021-03-16,23081.0
2021-03-17,23082.0
2021-03-18,23045.0
2021-03-19,23065.0
2021-03-22,22761.62890625
2021-03-23,23076.0
2021-03-24,23070.0
2021-03-25,23080.0
2021-03-26,23084.0
2021-03-29,23084.0
2021-03-30,23070.0
2021-03-31,23070.0
2021-04-01,23074.0
2021-04-02,23065.0
2021-04-05,23073.0
2021-04-06,23079.0
2021-04-07,23090.0
2021-04-08,23090.0
2021-04-09,23085.0
2021-04-12,22697.6328125
2021-04-13,23067.0
2021-04-14,23069.0
2021-04-15,23078.0
2021-04-16,23073.0
2021-04-19,22747.548828125
2021-04-20,23073.0
2021-04-21,23074.0
2021-04-22,23074.0
2021-04-23,23070.0
2021-04-26,22664.841796875
2021-04-27,23040.0
2021-04-28,23042.0
2021-04-29,23047.0
2021-04-30,23054.0
2021-05-03,22837.033203125
2021-05-04,23054.0
2021-05-05,23050.0
2021-05-06,23060.0
2021-05-07,23067.0
2021-05-10,22562.2265625
2021-05-11,23060.0
2021-05-12,23055.0
2021-05-13,23053.0
2021-05-14,23040.0
2021-05-17,23048.0
2021-05-18,23046.0
2021-05-19,23040.0
2021-05-20,23045.0
2021-05-21,23045.0
2021-05-24,23054.0
2021-05-25,23056.0
2021-05-26,23060.0
2021-05-27,23055.0
2021-05-28,23045.0
2021-05-31,23045.0
2021-06-01,23040.0
2021-06-02,23044.0
2021-06-03,23040.0
2021-06-04,23041.0
2021-06-07,23044.0
2021-06-08,23000.0
2021-06-09,22952.0
2021-06-10,22955.0
2021-06-11,22947.0
2021-06-14,22945.0
2021-06-15,22944.0
2021-06-16,22947.0
2021-06-17,22946.0
2021-06-18,22960.0
2021-06-21,22995.0
2021-06-22,23014.0
2021-06-23,23025.0
2021-06-24,23020.0
2021-06-25,23003.0
2021-06-28,22700.0546875
2021-06-29,23020.0
2021-06-30,23020.0
2021-07-01,23014.0
2021-07-02,23010.0
2021-07-05,22590.8125
2021-07-06,22996.0
2021-07-07,23007.0
2021-07-08,23015.0
2021-07-09,23007.0
2021-07-12,22626.92578125
2021-07-13,23020.0
2021-07-14,23010.0
2021-07-15,23011.0
2021-07-16,23009.0
2021-07-19,22667.59375
2021-07-20,23020.0
2021-07-21,23026.0
2021-07-22,23022.0
2021-07-23,23010.0
2021-07-26,22652.552734375
2021-07-27,23008.0
2021-07-28,23005.0
2021-07-29,22999.0
2021-07-30,22965.0
2021-08-02,22950.0
2021-08-03,22950.0
2021-08-04,22950.0
2021-08-05,22945.0
2021-08-06,22936.0
2021-08-09,22672.322265625
2021-08-10,22925.0
2021-08-11,22887.0
2021-08-12,22809.0
2021-08-13,22805.0
2021-08-16,22830.0
2021-08-17,22830.0
2021-08-18,22830.0
2021-08-19,22807.0
2021-08-20,22812.0
2021-08-23,22451.056640625
2021-08-24,22825.0
2021-08-25,22820.0
2021-08-26,22790.0
2021-08-27,22785.0
2021-08-30,22789.0
2021-08-31,22775.0
2021-09-01,22775.0
2021-09-02,22760.0
2021-09-03,22760.0
2021-09-06,22760.0
2021-09-07,22760.0
2021-09-08,22758.0
2021-09-09,22757.0
2021-09-10,22765.0
2021-09-13,22757.0
2021-09-14,22759.0
2021-09-15,22759.0
2021-09-16,22758.0
2021-09-17,22753.0
2021-09-20,22770.0
2021-09-21,22769.0
2021-09-22,22755.0
2021-09-23,22760.0
2021-09-24,22762.0
2021-09-27,22760.0
2021-09-28,22766.0
2021-09-29,22761.0
2021-09-30,22753.0
2021-10-01,22750.0
2021-10-04,22757.0
2021-10-05,22757.0
2021-10-06,22754.0
2021-10-07,22750.0
2021-10-08,22750.0
2021-10-11,22399.798828125
2021-10-12,22750.0
2021-10-13,22757.0
2021-10-14,22757.0
2021-10-15,22757.0
2021-10-18,22758.0
2021-10-19,22758.0
2021-10-20,22755.0
2021-10-21,22755.0
2021-10-22,22750.0
2021-10-25,22394.345703125
2021-10-26,22745.0
2021-10-27,22757.0
2021-10-28,22755.0
2021-10-29,22750.0
2021-11-01,22750.0
2021-11-02,22750.0
2021-11-03,22748.0
2021-11-04,22747.0
2021-11-05,22680.0
2021-11-08,22680.0
2021-11-09,22660.0
2021-11-10,22662.0
2021-11-11,22660.0
2021-11-12,22645.0
2021-11-15,22640.0
2021-11-16,22645.0
2021-11-17,22650.0
2021-11-18,22648.0
2021-11-19,22650.0
2021-11-22,22657.0
2021-11-23,22670.0
2021-11-24,22675.0
2021-11-25,22680.0
2021-11-26,22670.0
2021-11-29,22678.0
2021-11-30,22690.0
2021-12-01,22688.0
2021-12-02,22710.0
2021-12-03,22730.0
2021-12-06,22830.0
2021-12-07,23020.0
2021-12-08,23070.0
2021-12-09,22920.0
2021-12-10,22980.0
2021-12-13,23025.0
2021-12-14,22975.0
2021-12-15,23000.0
2021-12-16,23030.0
2021-12-17,22990.0
2021-12-20,22980.0
2021-12-21,22928.0
2021-12-22,22933.0
2021-12-23,22955.0
2021-12-24,22950.0
2021-12-27,22840.0
2021-12-28,22810.0
2021-12-29,22835.0
2021-12-30,22820.0
2021-12-31,22765.0
2022-01-03,22825.0
2022-01-04,22825.0
2022-01-05,22752.0
2022-01-06,22755.0
2022-01-07,22745.0
2022-01-10,22685.0
2022-01-11,22695.0
2022-01-12,22698.0
2022-01-13,22698.0
2022-01-14,22710.0
2022-01-17,22710.0
2022-01-18,22720.0
2022-01-19,22750.0
2022-01-20,22700.0
2022-01-21,22645.0
2022-01-24,22625.0
2022-01-25,22675.0
2022-01-26,22630.0
2022-01-27,22630.0
2022-01-28,22630.0
2022-01-31,22645.0
2022-02-01,22645.0
2022-02-02,22645.0
2022-02-03,22645.0
2022-02-04,22645.0
2022-02-07,22645.0
2022-02-08,22665.0
2022-02-09,22715.0
2022-02-10,22680.0
2022-02-11,22680.0
2022-02-14,22685.0
2022-02-15,22725.0
2022-02-16,22750.0
2022-02-17,22750.0
2022-02-18,22785.0
2022-02-21,22820.0
2022-02-22,22800.0
2022-02-23,22815.0
2022-02-24,22825.0
2022-02-25,22840.0
2022-02-28,22820.0
2022-03-01,22805.0
2022-03-02,22815.0
2022-03-03,22840.0
2022-03-04,22835.0
2022-03-07,22830.0
2022-03-08,22845.0
2022-03-09,22845.0
2022-03-10,22835.0
2022-03-11,22835.0
2022-03-14,22873.0
2022-03-15,22890.0
2022-03-16,22880.0
2022-03-17,22879.0
2022-03-18,22865.0
2022-03-21,22860.0
2022-03-22,22860.0
2022-03-23,22870.0
2022-03-24,22872.0
2022-03-25,22869.0
2022-03-28,22861.0
2022-03-29,22860.0
2022-03-30,22865.0
2022-03-31,22854.0
2022-04-01,22838.0
2022-04-04,22837.0
2022-04-05,22846.0
2022-04-06,22873.0
2022-04-07,22866.0
2022-04-08,22859.0
2022-04-11,22860.0
2022-04-12,22860.0
2022-04-13,22888.0
2022-04-14,22887.0
2022-04-15,22900.0
2022-04-18,22899.0
2022-04-19,22890.0
2022-04-20,22955.0
2022-04-21,22962.0
2022-04-22,22962.0
2022-04-25,22965.0
2022-04-26,22983.0
2022-04-27,22970.0
2022-04-28,22965.0
2022-04-29,22956.0
2022-05-02,22962.0
2022-05-03,22962.0
2022-05-04,22962.0
2022-05-05,22966.0
2022-05-06,22955.0
2022-05-09,22955.0
2022-05-10,22950.0
2022-05-11,22941.0
2022-05-12,23050.0
2022-05-13,23096.0
2022-05-16,23086.0
2022-05-17,23095.0
2022-05-18,23120.0
2022-05-19,23139.0
2022-05-20,23140.0
2022-05-23,23160.0
2022-05-24,23170.0
2022-05-25,23210.0
2022-05-26,23190.0
2022-05-27,23205.0
2022-05-30,23195.0
2022-05-31,23176.0
2022-06-01,23185.0
2022-06-02,23196.0
2022-06-03,23193.0
2022-06-06,23187.0
2022-06-07,23180.0
2022-06-08,23185.0
2022-06-09,23187.0
2022-06-10,23155.0
2022-06-13,23177.0
2022-06-14,23195.0
2022-06-15,23210.0
2022-06-16,23230.0
2022-06-17,23232.0
2022-06-20,23220.0
2022-06-21,23230.0
2022-06-22,23226.0
2022-06-23,23235.0
2022-06-24,23244.0
2022-06-27,23247.0
2022-06-28,23245.0
2022-06-29,23255.0
2022-06-30,23265.0
2022-07-01,23255.0
2022-07-04,23300.0
2022-07-05,23335.0
2022-07-06,23360.0
2022-07-07,23373.0
2022-07-08,23350.0
2022-07-11,23355.0
2022-07-12,23347.0
2022-07-13,23389.0
2022-07-14,23388.0
2022-07-15,23415.0
2022-07-18,23450.0
2022-07-19,23440.0
2022-07-20,23412.0
2022-07-21,23410.0
2022-07-22,23410.0
2022-07-25,23400.0
2022-07-26,23385.0
2022-07-27,23370.0
2022-07-28,23375.0
2022-07-29,23358.0
2022-08-01,23335.0
2022-08-02,23355.0
2022-08-03,23353.0
2022-08-04,23394.0
2022-08-05,23393.0
2022-08-08,23385.0
2022-08-09,23388.0
2022-08-10,23385.0
2022-08-11,23385.0
2022-08-12,23390.0
2022-08-15,23392.0
2022-08-16,23400.0
2022-08-17,23403.0
2022-08-18,23401.0
2022-08-19,23401.0
2022-08-22,23400.0
2022-08-23,23410.0
2022-08-24,23430.0
2022-08-25,23425.0
2022-08-26,23423.0
2022-08-29,23412.0
2022-08-30,23430.0
2022-08-31,23415.0
2022-09-01,23450.0
2022-09-02,23450.0
2022-09-05,23450.0
2022-09-06,23505.0
2022-09-07,23520.0
2022-09-08,23580.0
2022-09-09,23542.0
2022-09-12,23515.0
2022-09-13,23520.0
2022-09-14,23553.0
2022-09-15,23590.0
2022-09-16,23620.0
2022-09-19,23650.0
2022-09-20,23670.0
2022-09-21,23670.0
2022-09-22,23690.0
2022-09-23,23700.0
2022-09-26,23700.0
2022-09-27,23715.0
2022-09-28,23730.0
2022-09-29,23730.0
2022-09-30,23820.0
2022-10-03,23855.0
2022-10-04,23880.0
2022-10-05,23875.0
2022-10-06,23865.0
2022-10-07,23870.0
2022-10-10,23875.0
2022-10-11,23870.0
2022-10-12,23925.0
2022-10-13,23945.0
2022-10-14,24120.0
2022-10-17,24110.0
2022-10-18,24310.0
2022-10-19,24430.0
2022-10-20,24450.0
2022-10-21,24530.0
2022-10-24,24820.0
2022-10-25,24830.0
2022-10-26,24840.0
2022-10-27,24830.0
2022-10-28,24830.0
2022-10-31,24820.0
2022-11-01,24840.0
2022-11-02,24850.0
2022-11-03,24835.0
2022-11-04,24860.0
2022-11-07,24870.0
2022-11-08,24870.0
2022-11-09,24871.0
2022-11-10,24862.0
2022-11-11,24865.0
2022-11-14,24805.0
2022-11-15,24735.0
2022-11-16,24765.0
2022-11-17,24775.0
2022-11-18,24805.0
2022-11-21,24800.0
2022-11-22,24835.0
2022-11-23,24850.0
2022-11-24,24844.0
2022-11-25,24833.0
2022-11-28,24760.0
2022-11-29,24770.0
2022-11-30,24750.0
2022-12-01,24630.0
2022-12-02,24500.0
2022-12-05,24350.0
2022-12-06,23980.0
2022-12-07,23980.0
2022-12-08,23900.0
2022-12-09,23780.0
2022-12-12,23550.0
2022-12-13,23680.0
2022-12-14,23600.0
2022-12-15,23520.0
2022-12-16,23500.0
2022-12-19,23580.0
2022-12-20,23700.0
2022-12-21,23730.0
2022-12-22,23700.0
2022-12-23,23630.0
2022-12-26,23560.0
2022-12-27,23590.0
2022-12-28,23580.0
2022-12-29,23620.0
2022-12-30,23600.0
2023-01-02,23610.0
2023-01-03,23610.0
2023-01-04,23515.0
2023-01-05,23510.0
2023-01-06,23475.0
2023-01-09,23460.0
2023-01-10,23447.0
2023-01-11,23445.0
2023-01-12,23440.0
2023-01-13,23438.0
2023-01-16,23435.0
2023-01-17,23434.0
2023-01-18,23427.0
2023-01-19,23437.0
2023-01-20,23440.0
2023-01-23,23440.0
2023-01-24,23440.0
2023-01-25,23440.0
2023-01-26,23440.0
2023-01-27,23440.0
2023-01-30,23460.0
2023-01-31,23470.0
2023-02-01,23445.0
2023-02-02,23440.0
2023-02-03,23449.0
2023-02-06,23440.0
2023-02-07,23480.0
2023-02-08,23600.0
2023-02-09,23590.0
2023-02-10,23560.0
2023-02-13,23565.0
2023-02-14,23595.0
2023-02-15,23600.0
2023-02-16,23615.0
2023-02-17,23680.0
2023-02-20,23810.0
2023-02-21,23725.0
2023-02-22,23705.0
2023-02-23,23780.0
2023-02-24,23815.0
2023-02-27,23780.0
2023-02-28,23805.0
2023-03-01,23740.0
2023-03-02,23710.0
2023-03-03,23700.0
2023-03-06,23710.0
2023-03-07,23650.0
2023-03-08,23640.0
2023-03-09,23710.0
2023-03-10,23680.0
2023-03-13,23660.0
2023-03-14,23570.0
2023-03-15,23570.0
2023-03-16,23565.0
2023-03-17,23560.0
2023-03-20,23570.0
2023-03-21,23570.0
2023-03-22,23570.0
2023-03-23,23510.0
2023-03-24,23490.0
2023-03-27,23510.0
2023-03-28,23500.0
2023-03-29,23480.0
2023-03-30,23480.0
2023-03-31,23470.0
2023-04-03,23450.0
2023-04-04,23470.0
2023-04-05,23460.0
2023-04-06,23465.0
2023-04-07,23451.0
2023-04-10,23442.0
2023-04-11,23442.0
2023-04-12,23445.0
2023-04-13,23442.0
2023-04-14,23440.0
2023-04-17,23440.0
2023-04-18,23485.0
2023-04-19,23505.0
2023-04-20,23511.0
2023-04-21,23488.0
2023-04-24,23485.0
2023-04-25,23494.0
2023-04-26,23473.0
2023-04-27,23465.0
2023-04-28,23445.0
2023-05-01,23450.0
2023-05-02,23450.0
2023-05-03,23450.0
2023-05-04,23450.0
2023-05-05,23445.0
